|W|	SIw	P	R	F1	Poids(w,t)	Classifieur	TrainSetType	Category
500	ngl	0.8846153846153846	0.7419354838709677	0.8070175438596492	logtfSIw * ngl	SVM	part-queries-with-paragraph_text	p2
600	rf	0.9130434782608695	0.6774193548387096	0.7777777777777777	logtfSIw * rf	J48	part-queries-with-paragraph_text	p2
600	rf	1.0	0.3225806451612903	0.4878048780487805	logtfSIw * rf	NBM	part-queries-with-paragraph_text	p2
600	rf	0.8214285714285714	0.7419354838709677	0.7796610169491526	logtfSIw * rf	NB	part-queries-with-paragraph_text	p2
600	rf	0.9583333333333334	0.7419354838709677	0.8363636363636364	logtfSIw * rf	KNN	part-queries-with-paragraph_text	p2
600	rf	0.9090909090909091	0.6451612903225806	0.7547169811320754	logtfSIw * rf	SVM	part-queries-with-paragraph_text	p2
600	chi	0.896551724137931	0.8387096774193549	0.8666666666666666	logtfSIw * chi	J48	part-queries-with-paragraph_text	p2
600	chi	0.8846153846153846	0.7419354838709677	0.8070175438596492	logtfSIw * chi	NBM	part-queries-with-paragraph_text	p2
600	chi	0.8484848484848485	0.9032258064516129	0.875	logtfSIw * chi	NB	part-queries-with-paragraph_text	p2
600	chi	0.9310344827586207	0.8709677419354839	0.9	logtfSIw * chi	KNN	part-queries-with-paragraph_text	p2
600	chi	0.8846153846153846	0.7419354838709677	0.8070175438596492	logtfSIw * chi	SVM	part-queries-with-paragraph_text	p2
600	ngl	0.8571428571428571	0.7741935483870968	0.8135593220338982	logtfSIw * ngl	J48	part-queries-with-paragraph_text	p2
600	ngl	0.85	0.5483870967741935	0.6666666666666665	logtfSIw * ngl	NBM	part-queries-with-paragraph_text	p2
600	ngl	0.7777777777777778	0.9032258064516129	0.835820895522388	logtfSIw * ngl	NB	part-queries-with-paragraph_text	p2
600	ngl	0.8846153846153846	0.7419354838709677	0.8070175438596492	logtfSIw * ngl	KNN	part-queries-with-paragraph_text	p2
600	ngl	0.8064516129032258	0.8064516129032258	0.8064516129032258	logtfSIw * ngl	SVM	part-queries-with-paragraph_text	p2
800	rf	1.0	0.5806451612903226	0.7346938775510204	logtfSIw * rf	J48	part-queries-with-paragraph_text	p2
800	rf	1.0	0.3225806451612903	0.4878048780487805	logtfSIw * rf	NBM	part-queries-with-paragraph_text	p2
800	rf	0.8214285714285714	0.7419354838709677	0.7796610169491526	logtfSIw * rf	NB	part-queries-with-paragraph_text	p2
800	rf	0.9166666666666666	0.7096774193548387	0.7999999999999999	logtfSIw * rf	KNN	part-queries-with-paragraph_text	p2
800	rf	0.7931034482758621	0.7419354838709677	0.7666666666666667	logtfSIw * rf	SVM	part-queries-with-paragraph_text	p2
800	chi	0.9615384615384616	0.8064516129032258	0.8771929824561403	logtfSIw * chi	J48	part-queries-with-paragraph_text	p2
800	chi	0.88	0.7096774193548387	0.7857142857142856	logtfSIw * chi	NBM	part-queries-with-paragraph_text	p2
800	chi	0.8529411764705882	0.9354838709677419	0.8923076923076922	logtfSIw * chi	NB	part-queries-with-paragraph_text	p2
800	chi	0.9259259259259259	0.8064516129032258	0.8620689655172414	logtfSIw * chi	KNN	part-queries-with-paragraph_text	p2
800	chi	0.8928571428571429	0.8064516129032258	0.8474576271186439	logtfSIw * chi	SVM	part-queries-with-paragraph_text	p2
800	ngl	0.8571428571428571	0.7741935483870968	0.8135593220338982	logtfSIw * ngl	J48	part-queries-with-paragraph_text	p2
800	ngl	0.8095238095238095	0.5483870967741935	0.6538461538461537	logtfSIw * ngl	NBM	part-queries-with-paragraph_text	p2
800	ngl	0.8181818181818182	0.8709677419354839	0.84375	logtfSIw * ngl	NB	part-queries-with-paragraph_text	p2
800	ngl	0.88	0.7096774193548387	0.7857142857142856	logtfSIw * ngl	KNN	part-queries-with-paragraph_text	p2
800	ngl	0.8333333333333334	0.8064516129032258	0.819672131147541	logtfSIw * ngl	SVM	part-queries-with-paragraph_text	p2
1000	rf	1.0	0.5806451612903226	0.7346938775510204	logtfSIw * rf	J48	part-queries-with-paragraph_text	p2
1000	rf	1.0	0.4838709677419355	0.6521739130434783	logtfSIw * rf	NBM	part-queries-with-paragraph_text	p2
1000	rf	0.8214285714285714	0.7419354838709677	0.7796610169491526	logtfSIw * rf	NB	part-queries-with-paragraph_text	p2
1000	rf	0.9166666666666666	0.7096774193548387	0.7999999999999999	logtfSIw * rf	KNN	part-queries-with-paragraph_text	p2
1000	rf	0.7931034482758621	0.7419354838709677	0.7666666666666667	logtfSIw * rf	SVM	part-queries-with-paragraph_text	p2
1000	chi	0.9259259259259259	0.8064516129032258	0.8620689655172414	logtfSIw * chi	J48	part-queries-with-paragraph_text	p2
1000	chi	0.88	0.7096774193548387	0.7857142857142856	logtfSIw * chi	NBM	part-queries-with-paragraph_text	p2
1000	chi	0.8285714285714286	0.9354838709677419	0.8787878787878788	logtfSIw * chi	NB	part-queries-with-paragraph_text	p2
1000	chi	0.9642857142857143	0.8709677419354839	0.9152542372881356	logtfSIw * chi	KNN	part-queries-with-paragraph_text	p2
1000	chi	0.8709677419354839	0.8709677419354839	0.8709677419354839	logtfSIw * chi	SVM	part-queries-with-paragraph_text	p2
1000	ngl	0.9	0.8709677419354839	0.8852459016393444	logtfSIw * ngl	J48	part-queries-with-paragraph_text	p2
1000	ngl	0.7647058823529411	0.41935483870967744	0.5416666666666666	logtfSIw * ngl	NBM	part-queries-with-paragraph_text	p2
1000	ngl	0.8275862068965517	0.7741935483870968	0.7999999999999999	logtfSIw * ngl	NB	part-queries-with-paragraph_text	p2
1000	ngl	0.92	0.7419354838709677	0.8214285714285714	logtfSIw * ngl	KNN	part-queries-with-paragraph_text	p2
1000	ngl	0.8571428571428571	0.7741935483870968	0.8135593220338982	logtfSIw * ngl	SVM	part-queries-with-paragraph_text	p2
1200	rf	1.0	0.5806451612903226	0.7346938775510204	logtfSIw * rf	J48	part-queries-with-paragraph_text	p2
1200	rf	1.0	0.5806451612903226	0.7346938775510204	logtfSIw * rf	NBM	part-queries-with-paragraph_text	p2
1200	rf	0.8214285714285714	0.7419354838709677	0.7796610169491526	logtfSIw * rf	NB	part-queries-with-paragraph_text	p2
1200	rf	0.9166666666666666	0.7096774193548387	0.7999999999999999	logtfSIw * rf	KNN	part-queries-with-paragraph_text	p2
1200	rf	0.7931034482758621	0.7419354838709677	0.7666666666666667	logtfSIw * rf	SVM	part-queries-with-paragraph_text	p2
1200	chi	0.8620689655172413	0.8064516129032258	0.8333333333333334	logtfSIw * chi	J48	part-queries-with-paragraph_text	p2
1200	chi	0.88	0.7096774193548387	0.7857142857142856	logtfSIw * chi	NBM	part-queries-with-paragraph_text	p2
1200	chi	0.8285714285714286	0.9354838709677419	0.8787878787878788	logtfSIw * chi	NB	part-queries-with-paragraph_text	p2
1200	chi	0.9629629629629629	0.8387096774193549	0.896551724137931	logtfSIw * chi	KNN	part-queries-with-paragraph_text	p2
1200	chi	0.9032258064516129	0.9032258064516129	0.9032258064516129	logtfSIw * chi	SVM	part-queries-with-paragraph_text	p2
1200	ngl	0.9	0.8709677419354839	0.8852459016393444	logtfSIw * ngl	J48	part-queries-with-paragraph_text	p2
1200	ngl	0.7777777777777778	0.45161290322580644	0.5714285714285714	logtfSIw * ngl	NBM	part-queries-with-paragraph_text	p2
1200	ngl	0.8275862068965517	0.7741935483870968	0.7999999999999999	logtfSIw * ngl	NB	part-queries-with-paragraph_text	p2
1200	ngl	0.92	0.7419354838709677	0.8214285714285714	logtfSIw * ngl	KNN	part-queries-with-paragraph_text	p2
1200	ngl	0.8571428571428571	0.7741935483870968	0.8135593220338982	logtfSIw * ngl	SVM	part-queries-with-paragraph_text	p2
1500	rf	0.8461538461538461	0.7096774193548387	0.7719298245614036	logtfSIw * rf	J48	part-queries-with-paragraph_text	p2
1500	rf	0.9411764705882353	0.5161290322580645	0.6666666666666666	logtfSIw * rf	NBM	part-queries-with-paragraph_text	p2
1500	rf	0.8214285714285714	0.7419354838709677	0.7796610169491526	logtfSIw * rf	NB	part-queries-with-paragraph_text	p2
1500	rf	0.9545454545454546	0.6774193548387096	0.7924528301886793	logtfSIw * rf	KNN	part-queries-with-paragraph_text	p2
1500	rf	0.8529411764705882	0.9354838709677419	0.8923076923076922	logtfSIw * rf	SVM	part-queries-with-paragraph_text	p2
1500	chi	0.8620689655172413	0.8064516129032258	0.8333333333333334	logtfSIw * chi	J48	part-queries-with-paragraph_text	p2
1500	chi	0.88	0.7096774193548387	0.7857142857142856	logtfSIw * chi	NBM	part-queries-with-paragraph_text	p2
1500	chi	0.8285714285714286	0.9354838709677419	0.8787878787878788	logtfSIw * chi	NB	part-queries-with-paragraph_text	p2
1500	chi	0.9629629629629629	0.8387096774193549	0.896551724137931	logtfSIw * chi	KNN	part-queries-with-paragraph_text	p2
1500	chi	0.9032258064516129	0.9032258064516129	0.9032258064516129	logtfSIw * chi	SVM	part-queries-with-paragraph_text	p2
1500	ngl	0.8846153846153846	0.7419354838709677	0.8070175438596492	logtfSIw * ngl	J48	part-queries-with-paragraph_text	p2
1500	ngl	0.7647058823529411	0.41935483870967744	0.5416666666666666	logtfSIw * ngl	NBM	part-queries-with-paragraph_text	p2
1500	ngl	0.8333333333333334	0.8064516129032258	0.819672131147541	logtfSIw * ngl	NB	part-queries-with-paragraph_text	p2
1500	ngl	0.9565217391304348	0.7096774193548387	0.8148148148148149	logtfSIw * ngl	KNN	part-queries-with-paragraph_text	p2
1500	ngl	0.8571428571428571	0.967741935483871	0.909090909090909	logtfSIw * ngl	SVM	part-queries-with-paragraph_text	p2
2000	rf	0.8461538461538461	0.7096774193548387	0.7719298245614036	logtfSIw * rf	J48	part-queries-with-paragraph_text	p2
2000	rf	0.9444444444444444	0.5483870967741935	0.6938775510204082	logtfSIw * rf	NBM	part-queries-with-paragraph_text	p2
2000	rf	0.8214285714285714	0.7419354838709677	0.7796610169491526	logtfSIw * rf	NB	part-queries-with-paragraph_text	p2
2000	rf	0.9545454545454546	0.6774193548387096	0.7924528301886793	logtfSIw * rf	KNN	part-queries-with-paragraph_text	p2
2000	rf	0.8529411764705882	0.9354838709677419	0.8923076923076922	logtfSIw * rf	SVM	part-queries-with-paragraph_text	p2
2000	chi	0.9032258064516129	0.9032258064516129	0.9032258064516129	logtfSIw * chi	J48	part-queries-with-paragraph_text	p2
2000	chi	0.8695652173913043	0.6451612903225806	0.7407407407407407	logtfSIw * chi	NBM	part-queries-with-paragraph_text	p2
2000	chi	0.775	1.0	0.8732394366197184	logtfSIw * chi	NB	part-queries-with-paragraph_text	p2
2000	chi	1.0	0.6129032258064516	0.76	logtfSIw * chi	KNN	part-queries-with-paragraph_text	p2
2000	chi	0.96875	1.0	0.9841269841269841	logtfSIw * chi	SVM	part-queries-with-paragraph_text	p2
2000	ngl	0.9333333333333333	0.9032258064516129	0.9180327868852459	logtfSIw * ngl	J48	part-queries-with-paragraph_text	p2
2000	ngl	0.8125	0.41935483870967744	0.5531914893617021	logtfSIw * ngl	NBM	part-queries-with-paragraph_text	p2
2000	ngl	0.8333333333333334	0.8064516129032258	0.819672131147541	logtfSIw * ngl	NB	part-queries-with-paragraph_text	p2
2000	ngl	1.0	0.6451612903225806	0.7843137254901961	logtfSIw * ngl	KNN	part-queries-with-paragraph_text	p2
2000	ngl	0.8571428571428571	0.967741935483871	0.909090909090909	logtfSIw * ngl	SVM	part-queries-with-paragraph_text	p2
3000	rf	0.8461538461538461	0.7096774193548387	0.7719298245614036	logtfSIw * rf	J48	part-queries-with-paragraph_text	p2
3000	rf	0.9090909090909091	0.6451612903225806	0.7547169811320754	logtfSIw * rf	NBM	part-queries-with-paragraph_text	p2
3000	rf	0.8214285714285714	0.7419354838709677	0.7796610169491526	logtfSIw * rf	NB	part-queries-with-paragraph_text	p2
3000	rf	0.9545454545454546	0.6774193548387096	0.7924528301886793	logtfSIw * rf	KNN	part-queries-with-paragraph_text	p2
3000	rf	0.8529411764705882	0.9354838709677419	0.8923076923076922	logtfSIw * rf	SVM	part-queries-with-paragraph_text	p2
3000	chi	0.9032258064516129	0.9032258064516129	0.9032258064516129	logtfSIw * chi	J48	part-queries-with-paragraph_text	p2
3000	chi	0.8636363636363636	0.6129032258064516	0.7169811320754716	logtfSIw * chi	NBM	part-queries-with-paragraph_text	p2
3000	chi	0.775	1.0	0.8732394366197184	logtfSIw * chi	NB	part-queries-with-paragraph_text	p2
3000	chi	1.0	0.6129032258064516	0.76	logtfSIw * chi	KNN	part-queries-with-paragraph_text	p2
