|W|	SIw	P	R	F1	Poids(w,t)	Classifieur	TrainSetType	Category
500	rf	1.0	0.3333333333333333	0.5	logtfSIw * rf	J48	part-queries-with-paragraph_text	pIII
500	rf	0.8181818181818182	0.3333333333333333	0.4736842105263157	logtfSIw * rf	NBM	part-queries-with-paragraph_text	pIII
500	rf	0.9090909090909091	0.5555555555555556	0.6896551724137931	logtfSIw * rf	NB	part-queries-with-paragraph_text	pIII
500	rf	0.88	0.8148148148148148	0.8461538461538461	logtfSIw * rf	KNN	part-queries-with-paragraph_text	pIII
500	rf	0.9259259259259259	0.46296296296296297	0.617283950617284	logtfSIw * rf	SVM	part-queries-with-paragraph_text	pIII
500	chi	0.8367346938775511	0.7592592592592593	0.796116504854369	logtfSIw * chi	J48	part-queries-with-paragraph_text	pIII
500	chi	0.875	0.6481481481481481	0.7446808510638299	logtfSIw * chi	NBM	part-queries-with-paragraph_text	pIII
500	chi	0.8181818181818182	0.8333333333333334	0.8256880733944955	logtfSIw * chi	NB	part-queries-with-paragraph_text	pIII
500	chi	0.8823529411764706	0.8333333333333334	0.8571428571428571	logtfSIw * chi	KNN	part-queries-with-paragraph_text	pIII
500	chi	0.8974358974358975	0.6481481481481481	0.7526881720430108	logtfSIw * chi	SVM	part-queries-with-paragraph_text	pIII
500	ngl	0.75	0.6666666666666666	0.7058823529411765	logtfSIw * ngl	J48	part-queries-with-paragraph_text	pIII
500	ngl	0.8888888888888888	0.4444444444444444	0.5925925925925926	logtfSIw * ngl	NBM	part-queries-with-paragraph_text	pIII
500	ngl	0.8775510204081632	0.7962962962962963	0.8349514563106796	logtfSIw * ngl	NB	part-queries-with-paragraph_text	pIII
500	ngl	0.9	0.8333333333333334	0.8653846153846153	logtfSIw * ngl	KNN	part-queries-with-paragraph_text	pIII
500	ngl	0.9166666666666666	0.6111111111111112	0.7333333333333334	logtfSIw * ngl	SVM	part-queries-with-paragraph_text	pIII
600	rf	1.0	0.4074074074074074	0.5789473684210525	logtfSIw * rf	J48	part-queries-with-paragraph_text	pIII
600	rf	0.8333333333333334	0.37037037037037035	0.5128205128205128	logtfSIw * rf	NBM	part-queries-with-paragraph_text	pIII
600	rf	0.9375	0.5555555555555556	0.6976744186046512	logtfSIw * rf	NB	part-queries-with-paragraph_text	pIII
600	rf	0.8695652173913043	0.7407407407407407	0.7999999999999999	logtfSIw * rf	KNN	part-queries-with-paragraph_text	pIII
600	rf	0.9310344827586207	0.5	0.6506024096385543	logtfSIw * rf	SVM	part-queries-with-paragraph_text	pIII
600	chi	0.8113207547169812	0.7962962962962963	0.8037383177570094	logtfSIw * chi	J48	part-queries-with-paragraph_text	pIII
600	chi	0.875	0.6481481481481481	0.7446808510638299	logtfSIw * chi	NBM	part-queries-with-paragraph_text	pIII
600	chi	0.8	0.8148148148148148	0.8073394495412846	logtfSIw * chi	NB	part-queries-with-paragraph_text	pIII
600	chi	0.88	0.8148148148148148	0.8461538461538461	logtfSIw * chi	KNN	part-queries-with-paragraph_text	pIII
600	chi	0.9047619047619048	0.7037037037037037	0.7916666666666667	logtfSIw * chi	SVM	part-queries-with-paragraph_text	pIII
600	ngl	0.7872340425531915	0.6851851851851852	0.7326732673267328	logtfSIw * ngl	J48	part-queries-with-paragraph_text	pIII
600	ngl	0.8888888888888888	0.4444444444444444	0.5925925925925926	logtfSIw * ngl	NBM	part-queries-with-paragraph_text	pIII
600	ngl	0.8695652173913043	0.7407407407407407	0.7999999999999999	logtfSIw * ngl	NB	part-queries-with-paragraph_text	pIII
600	ngl	0.88	0.8148148148148148	0.8461538461538461	logtfSIw * ngl	KNN	part-queries-with-paragraph_text	pIII
600	ngl	0.9166666666666666	0.6111111111111112	0.7333333333333334	logtfSIw * ngl	SVM	part-queries-with-paragraph_text	pIII
800	rf	0.90625	0.5370370370370371	0.6744186046511628	logtfSIw * rf	J48	part-queries-with-paragraph_text	pIII
800	rf	0.8260869565217391	0.35185185185185186	0.49350649350649356	logtfSIw * rf	NBM	part-queries-with-paragraph_text	pIII
800	rf	0.9354838709677419	0.5370370370370371	0.6823529411764706	logtfSIw * rf	NB	part-queries-with-paragraph_text	pIII
800	rf	0.9069767441860465	0.7222222222222222	0.8041237113402061	logtfSIw * rf	KNN	part-queries-with-paragraph_text	pIII
800	rf	0.9428571428571428	0.6111111111111112	0.7415730337078652	logtfSIw * rf	SVM	part-queries-with-paragraph_text	pIII
800	chi	0.7818181818181819	0.7962962962962963	0.7889908256880734	logtfSIw * chi	J48	part-queries-with-paragraph_text	pIII
800	chi	0.8974358974358975	0.6481481481481481	0.7526881720430108	logtfSIw * chi	NBM	part-queries-with-paragraph_text	pIII
800	chi	0.8035714285714286	0.8333333333333334	0.8181818181818182	logtfSIw * chi	NB	part-queries-with-paragraph_text	pIII
800	chi	0.8571428571428571	0.7777777777777778	0.8155339805825242	logtfSIw * chi	KNN	part-queries-with-paragraph_text	pIII
800	chi	0.9148936170212766	0.7962962962962963	0.8514851485148516	logtfSIw * chi	SVM	part-queries-with-paragraph_text	pIII
800	ngl	0.78	0.7222222222222222	0.7500000000000001	logtfSIw * ngl	J48	part-queries-with-paragraph_text	pIII
800	ngl	0.8888888888888888	0.4444444444444444	0.5925925925925926	logtfSIw * ngl	NBM	part-queries-with-paragraph_text	pIII
800	ngl	0.8636363636363636	0.7037037037037037	0.7755102040816326	logtfSIw * ngl	NB	part-queries-with-paragraph_text	pIII
800	ngl	0.8913043478260869	0.7592592592592593	0.8200000000000001	logtfSIw * ngl	KNN	part-queries-with-paragraph_text	pIII
800	ngl	0.9487179487179487	0.6851851851851852	0.7956989247311828	logtfSIw * ngl	SVM	part-queries-with-paragraph_text	pIII
1000	rf	0.90625	0.5370370370370371	0.6744186046511628	logtfSIw * rf	J48	part-queries-with-paragraph_text	pIII
1000	rf	0.8461538461538461	0.4074074074074074	0.5499999999999999	logtfSIw * rf	NBM	part-queries-with-paragraph_text	pIII
1000	rf	0.9354838709677419	0.5370370370370371	0.6823529411764706	logtfSIw * rf	NB	part-queries-with-paragraph_text	pIII
1000	rf	0.9069767441860465	0.7222222222222222	0.8041237113402061	logtfSIw * rf	KNN	part-queries-with-paragraph_text	pIII
1000	rf	0.9428571428571428	0.6111111111111112	0.7415730337078652	logtfSIw * rf	SVM	part-queries-with-paragraph_text	pIII
1000	chi	0.8	0.8148148148148148	0.8073394495412846	logtfSIw * chi	J48	part-queries-with-paragraph_text	pIII
1000	chi	0.9210526315789473	0.6481481481481481	0.7608695652173912	logtfSIw * chi	NBM	part-queries-with-paragraph_text	pIII
1000	chi	0.8	0.8148148148148148	0.8073394495412846	logtfSIw * chi	NB	part-queries-with-paragraph_text	pIII
1000	chi	0.8936170212765957	0.7777777777777778	0.8316831683168316	logtfSIw * chi	KNN	part-queries-with-paragraph_text	pIII
1000	chi	0.9148936170212766	0.7962962962962963	0.8514851485148516	logtfSIw * chi	SVM	part-queries-with-paragraph_text	pIII
1000	ngl	0.8235294117647058	0.7777777777777778	0.7999999999999999	logtfSIw * ngl	J48	part-queries-with-paragraph_text	pIII
1000	ngl	0.9259259259259259	0.46296296296296297	0.617283950617284	logtfSIw * ngl	NBM	part-queries-with-paragraph_text	pIII
1000	ngl	0.8444444444444444	0.7037037037037037	0.7676767676767676	logtfSIw * ngl	NB	part-queries-with-paragraph_text	pIII
1000	ngl	0.9047619047619048	0.7037037037037037	0.7916666666666667	logtfSIw * ngl	KNN	part-queries-with-paragraph_text	pIII
1000	ngl	0.9555555555555556	0.7962962962962963	0.8686868686868687	logtfSIw * ngl	SVM	part-queries-with-paragraph_text	pIII
1200	rf	0.90625	0.5370370370370371	0.6744186046511628	logtfSIw * rf	J48	part-queries-with-paragraph_text	pIII
1200	rf	0.8333333333333334	0.46296296296296297	0.5952380952380952	logtfSIw * rf	NBM	part-queries-with-paragraph_text	pIII
1200	rf	0.9354838709677419	0.5370370370370371	0.6823529411764706	logtfSIw * rf	NB	part-queries-with-paragraph_text	pIII
1200	rf	0.9069767441860465	0.7222222222222222	0.8041237113402061	logtfSIw * rf	KNN	part-queries-with-paragraph_text	pIII
1200	rf	0.9428571428571428	0.6111111111111112	0.7415730337078652	logtfSIw * rf	SVM	part-queries-with-paragraph_text	pIII
1200	chi	0.8148148148148148	0.8148148148148148	0.8148148148148148	logtfSIw * chi	J48	part-queries-with-paragraph_text	pIII
1200	chi	0.918918918918919	0.6296296296296297	0.7472527472527473	logtfSIw * chi	NBM	part-queries-with-paragraph_text	pIII
1200	chi	0.7962962962962963	0.7962962962962963	0.7962962962962963	logtfSIw * chi	NB	part-queries-with-paragraph_text	pIII
1200	chi	0.8936170212765957	0.7777777777777778	0.8316831683168316	logtfSIw * chi	KNN	part-queries-with-paragraph_text	pIII
1200	chi	0.9183673469387755	0.8333333333333334	0.8737864077669903	logtfSIw * chi	SVM	part-queries-with-paragraph_text	pIII
1200	ngl	0.8235294117647058	0.7777777777777778	0.7999999999999999	logtfSIw * ngl	J48	part-queries-with-paragraph_text	pIII
1200	ngl	0.896551724137931	0.48148148148148145	0.6265060240963856	logtfSIw * ngl	NBM	part-queries-with-paragraph_text	pIII
1200	ngl	0.8444444444444444	0.7037037037037037	0.7676767676767676	logtfSIw * ngl	NB	part-queries-with-paragraph_text	pIII
1200	ngl	0.9047619047619048	0.7037037037037037	0.7916666666666667	logtfSIw * ngl	KNN	part-queries-with-paragraph_text	pIII
1200	ngl	0.9555555555555556	0.7962962962962963	0.8686868686868687	logtfSIw * ngl	SVM	part-queries-with-paragraph_text	pIII
1500	rf	0.8913043478260869	0.7592592592592593	0.8200000000000001	logtfSIw * rf	J48	part-queries-with-paragraph_text	pIII
1500	rf	0.8571428571428571	0.4444444444444444	0.5853658536585367	logtfSIw * rf	NBM	part-queries-with-paragraph_text	pIII
1500	rf	0.9393939393939394	0.5740740740740741	0.7126436781609197	logtfSIw * rf	NB	part-queries-with-paragraph_text	pIII
1500	rf	0.9302325581395349	0.7407407407407407	0.8247422680412371	logtfSIw * rf	KNN	part-queries-with-paragraph_text	pIII
1500	rf	0.88	0.8148148148148148	0.8461538461538461	logtfSIw * rf	SVM	part-queries-with-paragraph_text	pIII
1500	chi	0.8363636363636363	0.8518518518518519	0.8440366972477065	logtfSIw * chi	J48	part-queries-with-paragraph_text	pIII
1500	chi	0.918918918918919	0.6296296296296297	0.7472527472527473	logtfSIw * chi	NBM	part-queries-with-paragraph_text	pIII
1500	chi	0.8	0.8148148148148148	0.8073394495412846	logtfSIw * chi	NB	part-queries-with-paragraph_text	pIII
1500	chi	0.9302325581395349	0.7407407407407407	0.8247422680412371	logtfSIw * chi	KNN	part-queries-with-paragraph_text	pIII
1500	chi	0.92	0.8518518518518519	0.8846153846153846	logtfSIw * chi	SVM	part-queries-with-paragraph_text	pIII
1500	ngl	0.82	0.7592592592592593	0.7884615384615384	logtfSIw * ngl	J48	part-queries-with-paragraph_text	pIII
1500	ngl	0.9285714285714286	0.48148148148148145	0.6341463414634146	logtfSIw * ngl	NBM	part-queries-with-paragraph_text	pIII
1500	ngl	0.9090909090909091	0.7407407407407407	0.8163265306122449	logtfSIw * ngl	NB	part-queries-with-paragraph_text	pIII
1500	ngl	0.9024390243902439	0.6851851851851852	0.7789473684210526	logtfSIw * ngl	KNN	part-queries-with-paragraph_text	pIII
