|W|	SIw	P	R	F1	Poids(w,t)	Classifieur	TrainSetType	Category
800	chi	1.0	0.15	0.2608695652173913	logtfSIw * chi	NBM	part-queries-with-paragraph_text	pI
800	chi	0.7894736842105263	0.75	0.7692307692307692	logtfSIw * chi	NB	part-queries-with-paragraph_text	pI
800	chi	0.8571428571428571	0.6	0.7058823529411764	logtfSIw * chi	KNN	part-queries-with-paragraph_text	pI
800	chi	0.6	0.3	0.4	logtfSIw * chi	SVM	part-queries-with-paragraph_text	pI
800	ngl	0.8571428571428571	0.6	0.7058823529411764	logtfSIw * ngl	J48	part-queries-with-paragraph_text	pI
800	ngl	1.0	0.15	0.2608695652173913	logtfSIw * ngl	NBM	part-queries-with-paragraph_text	pI
800	ngl	0.7777777777777778	0.7	0.7368421052631577	logtfSIw * ngl	NB	part-queries-with-paragraph_text	pI
800	ngl	0.9166666666666666	0.55	0.6874999999999999	logtfSIw * ngl	KNN	part-queries-with-paragraph_text	pI
800	ngl	0.6666666666666666	0.3	0.41379310344827586	logtfSIw * ngl	SVM	part-queries-with-paragraph_text	pI
1000	rf	1.0	0.5	0.6666666666666666	logtfSIw * rf	J48	part-queries-with-paragraph_text	pI
1000	rf	1.0	0.1	0.18181818181818182	logtfSIw * rf	NBM	part-queries-with-paragraph_text	pI
1000	rf	0.9166666666666666	0.55	0.6874999999999999	logtfSIw * rf	NB	part-queries-with-paragraph_text	pI
1000	rf	0.8333333333333334	0.5	0.625	logtfSIw * rf	KNN	part-queries-with-paragraph_text	pI
1000	rf	0.5	0.2	0.28571428571428575	logtfSIw * rf	SVM	part-queries-with-paragraph_text	pI
1000	chi	0.8571428571428571	0.6	0.7058823529411764	logtfSIw * chi	J48	part-queries-with-paragraph_text	pI
1000	chi	1.0	0.1	0.18181818181818182	logtfSIw * chi	NBM	part-queries-with-paragraph_text	pI
1000	chi	0.7777777777777778	0.7	0.7368421052631577	logtfSIw * chi	NB	part-queries-with-paragraph_text	pI
1000	chi	0.7692307692307693	0.5	0.6060606060606061	logtfSIw * chi	KNN	part-queries-with-paragraph_text	pI
1000	chi	0.6	0.3	0.4	logtfSIw * chi	SVM	part-queries-with-paragraph_text	pI
1000	ngl	0.9230769230769231	0.6	0.7272727272727274	logtfSIw * ngl	J48	part-queries-with-paragraph_text	pI
1000	ngl	1.0	0.15	0.2608695652173913	logtfSIw * ngl	NBM	part-queries-with-paragraph_text	pI
1000	ngl	0.8235294117647058	0.7	0.7567567567567567	logtfSIw * ngl	NB	part-queries-with-paragraph_text	pI
1000	ngl	0.7857142857142857	0.55	0.6470588235294117	logtfSIw * ngl	KNN	part-queries-with-paragraph_text	pI
1000	ngl	0.6666666666666666	0.3	0.41379310344827586	logtfSIw * ngl	SVM	part-queries-with-paragraph_text	pI
1200	rf	1.0	0.5	0.6666666666666666	logtfSIw * rf	J48	part-queries-with-paragraph_text	pI
1200	rf	1.0	0.1	0.18181818181818182	logtfSIw * rf	NBM	part-queries-with-paragraph_text	pI
1200	rf	0.9166666666666666	0.55	0.6874999999999999	logtfSIw * rf	NB	part-queries-with-paragraph_text	pI
1200	rf	0.8333333333333334	0.5	0.625	logtfSIw * rf	KNN	part-queries-with-paragraph_text	pI
1200	rf	0.5	0.2	0.28571428571428575	logtfSIw * rf	SVM	part-queries-with-paragraph_text	pI
1200	chi	0.8571428571428571	0.6	0.7058823529411764	logtfSIw * chi	J48	part-queries-with-paragraph_text	pI
1200	chi	1.0	0.1	0.18181818181818182	logtfSIw * chi	NBM	part-queries-with-paragraph_text	pI
1200	chi	0.7777777777777778	0.7	0.7368421052631577	logtfSIw * chi	NB	part-queries-with-paragraph_text	pI
1200	chi	0.7692307692307693	0.5	0.6060606060606061	logtfSIw * chi	KNN	part-queries-with-paragraph_text	pI
1200	chi	0.6	0.3	0.4	logtfSIw * chi	SVM	part-queries-with-paragraph_text	pI
